YYMM;YY;balance
1610;16;-617
1610;16;-733
1610;16;-1660
1610;16;-1535
1610;16;-696
1610;16;-507
1610;16;-830
1610;16;-846
1610;16;-181
1610;16;-2
1610;16;-718
1610;16;-548
1610;16;-1877
1610;16;-2441
1610;16;-3064
1610;16;-2703
1610;16;-2480
1610;16;-2631
1610;16;-1120
1610;16;-1205
1610;16;-1298
1610;16;-1122
1610;16;-671
1610;16;-349
1610;16;-834
1610;16;-582
1610;16;-275
1610;16;-168
1610;16;-714
1610;16;-1559
1610;16;-1487
1610;16;-264
1610;16;-99
1610;16;-330
1610;16;-1599
1610;16;-1739
1610;16;-1053
1610;16;-230
1610;16;-80
1610;16;-337
1610;16;-176
1610;16;-287
1610;16;-313
1610;16;-342
1610;16;-1222
1611;16;-528
1611;16;-39
1611;16;-1496
1611;16;-1440
1611;16;-2775
1611;16;-3143
1611;16;-2871
1611;16;-2868
1611;16;-3248
1611;16;-2971
1611;16;-2649
1611;16;-3014
1611;16;-3284
1611;16;-2907
1611;16;-1959
1611;16;-1795
1611;16;-863
1611;16;-631
1611;16;-101
1611;16;-582
1611;16;-2355
1611;16;-3684
1611;16;-5574
1611;16;-5539
1611;16;-4418
1611;16;-3935
1611;16;-2592
1611;16;-1928
1611;16;-435
1611;16;-237
1611;16;-1264
1611;16;-2293
1611;16;-2825
1611;16;-2796
1611;16;-2980
1611;16;-3896
1611;16;-4675
1611;16;-4650
1611;16;-5070
1611;16;-4834
1611;16;-5268
1611;16;-5037
1611;16;-4292
1611;16;-4321
1611;16;-3981
1611;16;-4169
1611;16;-4128
1611;16;-4138
1611;16;-2657
1611;16;-2532
1611;16;-1742
1611;16;-1438
1611;16;-544
1611;16;-411
1611;16;-318
1611;16;-597
1611;16;-2956
1611;16;-2911
1611;16;-2921
1611;16;-3425
1611;16;-3438
1611;16;-3383
1611;16;-2767
1611;16;-2396
1611;16;-1757
1611;16;-1559
1611;16;-2802
1611;16;-3759
1611;16;-4938
1611;16;-4686
1611;16;-2116
1611;16;-979
1611;16;-3359
1611;16;-4379
1611;16;-7155
1611;16;-6985
1611;16;-6628
1611;16;-6701
1611;16;-6328
1611;16;-6254
1611;16;-6051
1611;16;-5889
1611;16;-6020
1611;16;-5985
1611;16;-6042
1611;16;-6370
1611;16;-5781
1611;16;-5209
1611;16;-5050
1611;16;-4466
1611;16;-3409
1611;16;-3256
1611;16;-3195
1611;16;-2194
1611;16;-2415
1611;16;-2506
1611;16;-3998
1611;16;-4200
1611;16;-4577
1611;16;-4435
1611;16;-3690
1611;16;-2967
1611;16;-2010
1611;16;-2015
1611;16;-2159
1611;16;-3480
1611;16;-3723
1611;16;-3011
1611;16;-79
1611;16;-186
1611;16;-1544
1611;16;-1587
1611;16;-805
1611;16;-830
1611;16;-358
1611;16;-819
1611;16;-909
1611;16;-1220
1611;16;-1306
1611;16;-1447
1611;16;-589
1611;16;-932
1611;16;-37
1611;16;-508
1611;16;-2324
1611;16;-1402
1611;16;-1062
1611;16;-2866
1611;16;-3497
1611;16;-6924
1611;16;-6667
1611;16;-4890
1611;16;-4880
1611;16;-5023
1611;16;-4769
1611;16;-5884
1611;16;-5673
1611;16;-4975
1611;16;-4930
1611;16;-4837
1611;16;-4713
1611;16;-3757
1611;16;-3919
1611;16;-3529
1611;16;-3365
1611;16;-2669
1611;16;-2537
1611;16;-2034
1611;16;-1933
1611;16;-2312
1611;16;-2494
1611;16;-4226
1611;16;-4538
1611;16;-4723
1611;16;-4485
1611;16;-3861
1611;16;-3259
1611;16;-3384
1611;16;-3728
1611;16;-4975
1611;16;-5277
1611;16;-5682
1611;16;-5892
1611;16;-3186
1611;16;-1447
1611;16;-137
1611;16;-304
1611;16;-729
1611;16;-4440
1611;16;-5621
1611;16;-8458
1611;16;-8357
1611;16;-6788
1611;16;-6931
1611;16;-7394
1611;16;-7356
1611;16;-7821
1611;16;-7790
1611;16;-7610
1611;16;-7700
1611;16;-6599
1611;16;-6926
1611;16;-6029
1611;16;-5921
1611;16;-4120
1611;16;-3842
1611;16;-3367
1611;16;-3467
1611;16;-3592
1611;16;-3637
1611;16;-5228
1611;16;-5240
1611;16;-4716
1611;16;-4959
1611;16;-3818
1611;16;-3462
1611;16;-4316
1611;16;-4253
1611;16;-3682
1611;16;-3686
1611;16;-3655
1611;16;-4664
1611;16;-4745
1611;16;-4635
1611;16;-2773
1611;16;-1489
1611;16;-1215
1611;16;-699
1611;16;-3053
1611;16;-3648
1611;16;-5476
1611;16;-5483
1611;16;-5462
1611;16;-5380
1611;16;-4786
1611;16;-4407
1611;16;-4062
1611;16;-4000
1611;16;-4293
1611;16;-4691
1611;16;-4036
1611;16;-3907
1611;16;-2266
1611;16;-2235
1611;16;-1832
1611;16;-1154
1611;16;-1216
1611;16;-2082
1611;16;-2443
1611;16;-2589
1611;16;-3231
1611;16;-3143
1611;16;-2559
1611;16;-2350
1611;16;-150
1611;16;-201
1611;16;-798
1611;16;-2021
1611;16;-1591
1611;16;-1783
1611;16;-1714
1611;16;-3498
1611;16;-5472
1611;16;-5410
1611;16;-4958
1611;16;-5101
1611;16;-5063
1611;16;-4941
1611;16;-4458
1611;16;-4427
1611;16;-3534
1611;16;-3819
1611;16;-3267
1611;16;-3517
1611;16;-3355
1611;16;-3197
1611;16;-2581
1611;16;-2115
1611;16;-1684
1611;16;-1539
1611;16;-1145
1611;16;-1404
1611;16;-3032
1611;16;-3503
1611;16;-2305
1611;16;-2203
1611;16;-2082
1611;16;-1615
1611;16;-122
1611;16;-1257
1611;16;-1371
1611;16;-417
1611;16;-1907
1611;16;-2106
1611;16;-2457
1611;16;-2527
1611;16;-1477
1611;16;-1434
1611;16;-1509
1611;16;-1692
1611;16;-2982
1611;16;-3089
1611;16;-4145
1611;16;-4531
1611;16;-3749
1611;16;-2933
1611;16;-1808
1611;16;-1188
1611;16;-857
1611;16;-478
1611;16;-660
1611;16;-1627
1611;16;-1815
1611;16;-3065
1611;16;-3381
1611;16;-3161
1611;16;-3016
1611;16;-2865
1611;16;-3131
1611;16;-3867
1611;16;-4702
1611;16;-3546
1611;16;-3120
1611;16;-1531
1611;16;-1038
1611;16;-76
1611;16;-1625
1611;16;-1815
1611;16;-2970
1611;16;-3091
1611;16;-3738
1611;16;-3976
1611;16;-4091
1611;16;-3993
1611;16;-3397
1611;16;-3278
1611;16;-2617
1611;16;-2362
1611;16;-3324
1611;16;-4417
1611;16;-4879
1611;16;-4631
1611;16;-2776
1611;16;-2481
1611;16;-1350
1611;16;-1644
1611;16;-472
1611;16;-274
1611;16;-598
1611;16;-1537
1611;16;-1683
1611;16;-1902
1611;16;-2235
1611;16;-3073
1611;16;-3039
1611;16;-1309
1611;16;-590
1611;16;-964
1611;16;-2431
1611;16;-2803
1611;16;-3030
1611;16;-3189
1611;16;-3420
1611;16;-3374
1611;16;-2952
1611;16;-1941
1611;16;-1901
1611;16;-3237
1611;16;-5292
1611;16;-6167
1611;16;-6110
1611;16;-3092
1611;16;-1895
1611;16;-1058
1611;16;-734
1611;16;-746
1611;16;-1219
1611;16;-4302
1611;16;-5328
1611;16;-4879
1611;16;-4683
1611;16;-3969
1611;16;-4368
1611;16;-5221
1611;16;-5053
1611;16;-5817
1611;16;-6016
1611;16;-6261
1611;16;-6494
1611;16;-6845
1611;16;-7142
1611;16;-5908
1611;16;-6050
1611;16;-4078
1611;16;-3690
1611;16;-2745
1611;16;-2929
1611;16;-2728
1611;16;-2617
1611;16;-3189
1611;16;-3736
1611;16;-5269
1611;16;-5556
1611;16;-5632
1611;16;-5894
1611;16;-4996
1611;16;-4728
1611;16;-3690
1611;16;-3107
1611;16;-3752
1611;16;-5438
1611;16;-6030
1611;16;-5006
1611;16;-2037
1611;16;-1281
1611;16;-32
1611;16;-2079
1611;16;-3354
1611;16;-4568
1611;16;-4476
1611;16;-4422
1611;16;-4564
1611;16;-5328
1611;16;-5014
1611;16;-4695
1611;16;-4286
1611;16;-4258
1611;16;-4432
1611;16;-4189
1611;16;-4280
1611;16;-3236
1611;16;-3304
1611;16;-2547
1611;16;-2097
1611;16;-1950
1611;16;-1660
1611;16;-1277
1611;16;-327
1611;16;-1322
1611;16;-1974
1611;16;-2674
1611;16;-2751
1611;16;-2966
1611;16;-2753
1611;16;-1861
1611;16;-1620
1611;16;-1130
1611;16;-202
1611;16;-540
1611;16;-860
1611;16;-1472
1611;16;-1270
1611;16;-73
1611;16;-1493
1611;16;-1376
1611;16;-1426
1611;16;-1459
1611;16;-1021
1611;16;-603
1611;16;-650
1611;16;-347
1611;16;-423
1611;16;-523
1611;16;-62
1611;16;-96
1611;16;-1713
1611;16;-1847
1611;16;-1185
1611;16;-875
1611;16;-1110
1611;16;-1067
1611;16;-482
1611;16;-183
1611;16;-620
1611;16;-55
1611;16;-918
1611;16;-2280
1611;16;-5147
1611;16;-5059
1611;16;-4184
1611;16;-4361
1611;16;-4000
1611;16;-4021
1611;16;-4402
1611;16;-4637
1611;16;-4296
1611;16;-4452
1611;16;-4484
1611;16;-4358
1611;16;-3063
1611;16;-2813
1611;16;-908
1611;16;-487
1611;16;-315
1611;16;-1989
1611;16;-2060
1611;16;-2397
1611;16;-2608
1611;16;-2689
1611;16;-2622
1611;16;-2574
1611;16;-2163
1611;16;-1127
1611;16;-839
1611;16;-1709
1611;16;-2319
1611;16;-3044
1611;16;-3236
1611;16;-1216
1611;16;-40
1611;16;-59
1611;16;-816
1611;16;-3905
1611;16;-4857
1611;16;-5390
1611;16;-5766
1611;16;-6045
1611;16;-5931
1611;16;-4983
1611;16;-5198
1611;16;-4591
1611;16;-5122
1611;16;-4938
1611;16;-5151
1611;16;-5261
1611;16;-5283
1611;16;-4362
1611;16;-3996
1611;16;-2143
1611;16;-2165
1611;16;-1095
1611;16;-1173
1611;16;-1929
1611;16;-2204
1611;16;-3308
1611;16;-3362
1611;16;-3238
1611;16;-3578
1611;16;-3433
1611;16;-3391
1611;16;-3487
1611;16;-3501
1611;16;-3009
1611;16;-2304
1611;16;-2648
1611;16;-3554
1611;16;-3487
1612;16;-3826
1612;16;-2051
1612;16;-370
1612;16;-79
1612;16;-61
1612;16;-3904
1612;16;-4764
1612;16;-5090
1612;16;-5305
1612;16;-5253
1612;16;-5288
1612;16;-4440
1612;16;-4610
1612;16;-3826
1612;16;-4208
1612;16;-3902
1612;16;-2915
1612;16;-2329
1612;16;-2644
1612;16;-2264
1612;16;-1660
1612;16;-1502
1612;16;-1385
1612;16;-1087
1612;16;-1269
1612;16;-1684
1612;16;-1667
1612;16;-2570
1612;16;-2727
1612;16;-3570
1612;16;-3874
1612;16;-4045
1612;16;-4197
1612;16;-4346
1612;16;-3888
1612;16;-2869
1612;16;-2299
1612;16;-2452
1612;16;-3468
1612;16;-3417
1612;16;-3230
1612;16;-1952
1612;16;-703
1612;16;-558
1612;16;-646
1612;16;-1437
1612;16;-4178
1612;16;-5023
1612;16;-7132
1612;16;-7075
1612;16;-6527
1612;16;-6579
1612;16;-5806
1612;16;-6033
1612;16;-5138
1612;16;-5314
1612;16;-4536
1612;16;-4663
1612;16;-5332
1612;16;-5125
1612;16;-3562
1612;16;-3412
1612;16;-2452
1612;16;-1959
1612;16;-1456
1612;16;-1112
1612;16;-1717
1612;16;-1862
1612;16;-3244
1612;16;-3133
1612;16;-4449
1612;16;-4465
1612;16;-4151
1612;16;-4183
1612;16;-3855
1612;16;-3138
1612;16;-2963
1612;16;-2703
1612;16;-3278
1612;16;-4291
1612;16;-4721
1612;16;-4691
1612;16;-2712
1612;16;-1187
1612;16;-551
1612;16;-629
1612;16;-177
1612;16;-41
1612;16;-727
1612;16;-675
1612;16;-1574
1612;16;-1686
1612;16;-1955
1612;16;-2061
1612;16;-1500
1612;16;-1359
1612;16;-273
1612;16;-320
1612;16;-574
1612;16;-1008
1612;16;-920
1612;16;-1027
1612;16;-1489
1612;16;-1865
1612;16;-1959
1612;16;-743
1612;16;-151
1612;16;-299
1612;16;-1349
1612;16;-1490
1612;16;-1551
1612;16;-298
1612;16;-195
1612;16;-333
1612;16;-470
1612;16;-773
1612;16;-1741
1612;16;-3852
1612;16;-4046
1612;16;-2608
1612;16;-2745
1612;16;-2308
1612;16;-1994
1612;16;-2005
1612;16;-1693
1612;16;-1842
1612;16;-1945
1612;16;-1567
1612;16;-847
1612;16;-30
1612;16;-349
1612;16;-1680
1612;16;-1970
1612;16;-1515
1612;16;-1261
1612;16;-114
1612;16;-473
1612;16;-1721
1612;16;-1773
1612;16;-2270
1612;16;-3173
1612;16;-3840
1612;16;-3828
1612;16;-2679
1612;16;-2651
1612;16;-1683
1612;16;-1328
1612;16;-1302
1612;16;-1246
1612;16;-1464
1612;16;-1536
1612;16;-1866
1612;16;-2076
1612;16;-1285
1612;16;-1213
1612;16;-2010
1612;16;-2296
1612;16;-2610
1612;16;-2444
1612;16;-1513
1612;16;-787
1612;16;-394
1612;16;-362
1612;16;-2556
1612;16;-2673
1612;16;-2675
1612;16;-2611
1612;16;-1887
1612;16;-1998
1612;16;-1087
1612;16;-845
1612;16;-707
1612;16;-590
1612;16;-354
1612;16;-210
1612;16;-369
1612;16;-589
1612;16;-245
1612;16;-491
1612;16;-2195
1612;16;-5702
1612;16;-5445
1612;16;-5038
1612;16;-4819
1612;16;-3818
1612;16;-3708
1612;16;-2739
1612;16;-2488
1612;16;-1654
1612;16;-1719
1612;16;-973
1612;16;-898
1612;16;-162
1612;16;-40
1612;16;-1566
1612;16;-1523
1612;16;-1708
1612;16;-1707
1612;16;-1177
1612;16;-836
1612;16;-130
1612;16;-409
1612;16;-809
1612;16;-1445
1612;16;-3205
1612;16;-4747
1612;16;-4806
1612;16;-3901
1612;16;-3841
1612;16;-2856
1612;16;-2690
1612;16;-1903
1612;16;-2001
1612;16;-2164
1612;16;-2278
1612;16;-2038
1612;16;-1960
1612;16;-815
1612;16;-880
1612;16;-539
1612;16;-604
1612;16;-1188
1612;16;-1280
1612;16;-910
1612;16;-801
1612;16;-768
1612;16;-1531
1612;16;-2173
1612;16;-2079
1612;16;-364
1612;16;-187
1612;16;-708
1612;16;-737
1612;16;-321
1612;16;-195
1612;16;-38
1612;16;-1554
1612;16;-3393
1612;16;-5579
1612;16;-5554
1612;16;-4373
1612;16;-4467
1612;16;-4765
1612;16;-4241
1612;16;-3697
1612;16;-3533
1612;16;-3997
1612;16;-4279
1612;16;-3762
1612;16;-3636
1612;16;-3022
1612;16;-3089
1612;16;-2837
1612;16;-2839
1612;16;-1231
1612;16;-1153
1612;16;-1202
1612;16;-992
1612;16;-1916
1612;16;-2312
1612;16;-3966
1612;16;-4211
1612;16;-4233
1612;16;-3850
1612;16;-2444
1612;16;-2396
1612;16;-1143
1612;16;-1100
1612;16;-1495
1612;16;-2085
1612;16;-2941
1612;16;-3258
1612;16;-2218
1612;16;-1460
1612;16;-407
1612;16;-3177
1612;16;-3820
1612;16;-5150
1612;16;-5258
1612;16;-4548
1612;16;-4753
1612;16;-4473
1612;16;-4506
1612;16;-3977
1612;16;-3700
1612;16;-4384
1612;16;-4444
1612;16;-3568
1612;16;-3685
1612;16;-2297
1612;16;-2424
1612;16;-1676
1612;16;-1676
1612;16;-817
1612;16;-511
1612;16;-498
1612;16;-930
1612;16;-1849
1612;16;-2115
1612;16;-2780
1612;16;-3166
1612;16;-4093
1612;16;-3899
1612;16;-2287
1612;16;-2005
1612;16;-367
1612;16;-192
1612;16;-873
1612;16;-1419
1612;16;-1440
1612;16;-2109
1612;16;-172
1612;16;-1985
1612;16;-3009
1612;16;-4286
1612;16;-4593
1612;16;-4265
1612;16;-4028
1612;16;-3252
1612;16;-2926
1612;16;-2219
1612;16;-1884
1612;16;-1851
1612;16;-2352
1612;16;-2759
1612;16;-2749
1612;16;-1334
1612;16;-1516
1612;16;-686
1612;16;-353
1612;16;-84
1612;16;-508
1612;16;-2720
1612;16;-3129
1612;16;-4302
1612;16;-3764
1612;16;-2561
1612;16;-2601
1612;16;-423
1612;16;-382
1612;16;-423
1612;16;-1259
1612;16;-1534
1612;16;-1464
1612;16;-34
1612;16;-2325
1612;16;-3104
1612;16;-5192
1612;16;-4951
1612;16;-4771
1612;16;-4823
1612;16;-4301
1612;16;-4337
1612;16;-3958
1612;16;-3919
1612;16;-4179
1612;16;-4184
1612;16;-4254
1612;16;-4061
1612;16;-2575
1612;16;-2538
1612;16;-1873
1612;16;-1593
1612;16;-1320
1612;16;-1616
1612;16;-1475
1612;16;-1686
1612;16;-2546
1612;16;-2685
1612;16;-3084
1612;16;-3529
1612;16;-3795
1612;16;-3604
1612;16;-2257
1612;16;-1060
1612;16;-789
1612;16;-80
1612;16;-165
1612;16;-2499
1612;16;-2883
1612;16;-2263
1612;16;-2582
1612;16;-2566
1612;16;-2497
1612;16;-1696
1612;16;-1711
1612;16;-1039
1612;16;-1226
1612;16;-630
1612;16;-652
1612;16;-611
1612;16;-906
1612;16;-1299
1612;16;-1113
1612;16;-350
1612;16;-42
1612;16;-374
1612;16;-1170
1612;16;-1247
1612;16;-1435
1612;16;-1181
1612;16;-506
1612;16;-1586
1612;16;-2054
1612;16;-2339
1612;16;-2884
1612;16;-3097
1612;16;-3445
1612;16;-2735
1612;16;-2177
1612;16;-1280
1612;16;-1414
1612;16;-831
1612;16;-1100
1612;16;-43
1612;16;-1410
1612;16;-1615
1612;16;-1305
1612;16;-1145
1612;16;-835
1612;16;-682
1612;16;-1580
1612;16;-2915
1612;16;-3450
1612;16;-3194
1612;16;-1167
1612;16;-1009
1612;16;-194
1612;16;-6
1612;16;-437
1612;16;-638
1612;16;-1255
1612;16;-1570
1612;16;-1646
1612;16;-1458
1612;16;-1575
1612;16;-1096
1612;16;-1002
1612;16;-270
1612;16;-629
1612;16;-1370
1612;16;-1166
1612;16;-1333
1612;16;-1339
1612;16;-918
1612;16;-836
1612;16;-1679
1612;16;-2414
1612;16;-2765
1612;16;-3045
1612;16;-1941
1612;16;-1047
1612;16;-318
1612;16;-3029
1612;16;-3499
1612;16;-4719
1612;16;-5177
1612;16;-4650
1612;16;-4689
1612;16;-4733
1612;16;-4700
1612;16;-4738
1612;16;-4869
1612;16;-4874
1612;16;-5069
1612;16;-6054
1612;16;-6199
1612;16;-5256
1612;16;-5469
1612;16;-4488
1612;16;-4529
1612;16;-3712
1612;16;-3620
1612;16;-3214
1612;16;-3010
1612;16;-3777
1612;16;-4293
1612;16;-4971
1612;16;-5576
1612;16;-5282
1612;16;-4705
1612;16;-3934
1612;16;-3488
1612;16;-1101
1612;16;-1286
1612;16;-1708
1612;16;-2411
1612;16;-3002
1612;16;-3156
1612;16;-1278
1612;16;-978
1612;16;-2738
1612;16;-4297
1612;16;-4442
1612;16;-4882
1612;16;-4800
1612;16;-4863
1612;16;-4931
1612;16;-4782
1612;16;-4859
1612;16;-4726
1612;16;-4996
1612;16;-5686
1612;16;-6370
1612;16;-5675
1612;16;-5581
1612;16;-3784
1612;16;-3776
1612;16;-3320
1612;16;-2913
1612;16;-2328
1612;16;-2203
1612;16;-2233
1612;16;-2497
1612;16;-3894
1612;16;-4374
1612;16;-4807
1612;16;-4277
1612;16;-2483
1612;16;-2009
1612;16;-823
1612;16;-565
1612;16;-1137
1612;16;-1773
1612;16;-1593
1612;16;-2066
1612;16;-504
1612;16;-99
1612;16;-1126
1612;16;-2449
1612;16;-2322
1612;16;-3089
1612;16;-3056
1612;16;-2421
1612;16;-2281
1612;16;-2143
1612;16;-2021
1612;16;-2537
1612;16;-2375
1612;16;-2298
1612;16;-2354
1612;16;-1451
1612;16;-1446
1612;16;-36
1612;16;-1068
1612;16;-1170
1612;16;-116
1612;16;-277
1612;16;-403
1612;16;-824
1612;16;-590
1612;16;-823
1612;16;-1089
1612;16;-2611
1612;16;-2423
1612;16;-1456
1612;16;-1548
1612;16;-380
1612;16;-444
1612;16;-106
1612;16;-429
1612;16;-554
1612;16;-393
1612;16;-451
1612;16;-624
1612;16;-419
1612;16;-248
1612;16;-352
1612;16;-1446
1612;16;-1420
1612;16;-187
1612;16;-675
1612;16;-2793
1612;16;-3138
1612;16;-3686
1612;16;-3726
1612;16;-3466
1612;16;-3331
1612;16;-2739
1612;16;-2887
1612;16;-1896
1612;16;-2055
1612;16;-2091
1612;16;-2377
1612;16;-1584
1612;16;-1268
1612;16;-1090
1612;16;-1031
1612;16;-224
1612;16;-605
1612;16;-2702
1612;16;-3074
1612;16;-3118
1612;16;-3428
1612;16;-2762
1612;16;-2191
1612;16;-1334
1612;16;-1118
1612;16;-348
1612;16;-506
1612;16;-1296
1612;16;-1958
1612;16;-2002
1612;16;-2097
1612;16;-2245
1612;16;-2069
1612;16;-2046
1612;16;-1721
1612;16;-793
1612;16;-189
1612;16;-305
1612;16;-1513
1612;16;-1779
1612;16;-2375
1612;16;-2423
1612;16;-2886
1612;16;-3310
1612;16;-3157
1612;16;-2894
1612;16;-2579
1612;16;-2730
1612;16;-3401
1612;16;-3432
1612;16;-3354
1612;16;-2879
1612;16;-1755
1612;16;-961
1612;16;-728
1612;16;-1069
1612;16;-578
1612;16;-916
1612;16;-3452
1612;16;-3558
1612;16;-3750
1612;16;-3611
1612;16;-3790
1612;16;-3440
1612;16;-2445
1612;16;-1971
1612;16;-1646
1612;16;-1772
1612;16;-3192
1612;16;-4217
1612;16;-5307
1701;17;-5473
1701;17;-4460
1701;17;-3992
1701;17;-4156
1701;17;-4069
1701;17;-4037
1701;17;-2827
1701;17;-1080
1701;17;-798
1701;17;-206
1701;17;-289
1701;17;-695
1701;17;-1128
1701;17;-2169
1701;17;-2227
1701;17;-1613
1701;17;-2901
1701;17;-3760
1701;17;-3716
1701;17;-4430
1701;17;-4340
1701;17;-4018
1701;17;-3572
1701;17;-2177
1701;17;-2200
1701;17;-2950
1701;17;-3826
1701;17;-4620
1701;17;-4623
1701;17;-2592
1701;17;-1500
1701;17;-966
1701;17;-1014
1701;17;-554
1701;17;-2041
1701;17;-3506
1701;17;-4051
1701;17;-5339
1701;17;-5121
1701;17;-5579
1701;17;-5941
1701;17;-5913
1701;17;-5944
1701;17;-5730
1701;17;-5844
1701;17;-6182
1701;17;-6241
1701;17;-5224
1701;17;-5261
1701;17;-4051
1701;17;-3773
1701;17;-2791
1701;17;-3124
1701;17;-3031
1701;17;-3067
1701;17;-3553
1701;17;-3703
1701;17;-4102
1701;17;-5427
1701;17;-5443
1701;17;-5059
1701;17;-4379
1701;17;-3658
1701;17;-2551
1701;17;-2514
1701;17;-2619
1701;17;-3512
1701;17;-4774
1701;17;-4922
1701;17;-2369
1701;17;-1541
1701;17;-859
1701;17;-941
1701;17;-144
1701;17;-481
1701;17;-4518
1701;17;-5718
1701;17;-6703
1701;17;-6677
1701;17;-7051
1701;17;-7385
1701;17;-7110
1701;17;-6475
1701;17;-5891
1701;17;-5770
1701;17;-5240
1701;17;-5044
1701;17;-4318
1701;17;-4482
1701;17;-3874
1701;17;-3773
1701;17;-2985
1701;17;-2889
1701;17;-2831
1701;17;-2903
1701;17;-3026
1701;17;-3310
1701;17;-4653
1701;17;-4842
1701;17;-5382
1701;17;-5997
1701;17;-6084
1701;17;-5799
1701;17;-4618
1701;17;-4203
1701;17;-2018
1701;17;-2291
1701;17;-3075
1701;17;-3470
1701;17;-3129
1701;17;-3471
1701;17;-2307
1701;17;-1605
1701;17;-1119
1701;17;-658
1701;17;-528
1701;17;-2963
1701;17;-4053
1701;17;-6449
1701;17;-6510
1701;17;-6161
1701;17;-5948
1701;17;-5606
1701;17;-5658
1701;17;-4861
1701;17;-4614
1701;17;-3824
1701;17;-4022
1701;17;-4242
1701;17;-4260
1701;17;-3714
1701;17;-3922
1701;17;-2761
1701;17;-2426
1701;17;-1438
1701;17;-1557
1701;17;-1243
1701;17;-1419
1701;17;-2646
1701;17;-3023
1701;17;-4054
1701;17;-4037
1701;17;-4207
1701;17;-3983
1701;17;-1992
1701;17;-1737
1701;17;-874
1701;17;-625
1701;17;-602
1701;17;-1509
1701;17;-2308
1701;17;-2717
1701;17;-2404
1701;17;-1596
1701;17;-978
1701;17;-598
1701;17;-3841
1701;17;-5081
1701;17;-6102
1701;17;-6056
1701;17;-5643
1701;17;-5350
1701;17;-5249
1701;17;-5402
1701;17;-4993
1701;17;-4977
1701;17;-4750
1701;17;-4600
1701;17;-4321
1701;17;-4603
1701;17;-3395
1701;17;-3309
1701;17;-2944
1701;17;-2735
1701;17;-2002
1701;17;-2001
1701;17;-2412
1701;17;-1930
1701;17;-3582
1701;17;-3964
1701;17;-5982
1701;17;-6050
1701;17;-5414
1701;17;-5221
1701;17;-4080
1701;17;-3907
1701;17;-2170
1701;17;-2221
1701;17;-4307
1701;17;-4782
1701;17;-3759
1701;17;-3847
1701;17;-3814
1701;17;-3399
1701;17;-4440
1701;17;-4354
1701;17;-3809
1701;17;-3522
1701;17;-1855
1701;17;-1592
1701;17;-1753
1701;17;-1837
1701;17;-3288
1701;17;-4690
1701;17;-7557
1701;17;-8281
1701;17;-8025
1701;17;-8029
1701;17;-7247
1701;17;-6920
1701;17;-7639
1701;17;-7759
1701;17;-7339
1701;17;-7059
1701;17;-6772
1701;17;-7096
1701;17;-7418
1701;17;-7194
1701;17;-7166
1701;17;-6750
1701;17;-5594
1701;17;-5302
1701;17;-4922
1701;17;-5197
1701;17;-5010
1701;17;-5479
1701;17;-7400
1701;17;-7164
1701;17;-6602
1701;17;-6564
1701;17;-6304
1701;17;-6053
1701;17;-4993
1701;17;-5040
1701;17;-5446
1701;17;-5526
1701;17;-5623
1701;17;-6167
1701;17;-6211
1701;17;-6102
1701;17;-5269
1701;17;-5260
1701;17;-5314
1701;17;-5449
1701;17;-5470
1701;17;-4448
1701;17;-3486
1701;17;-2957
1701;17;-2280
1701;17;-2104
1701;17;-2222
1701;17;-2622
1701;17;-2984
1701;17;-3409
1701;17;-6004
1701;17;-6647
1701;17;-7022
1701;17;-7485
1701;17;-6858
1701;17;-6592
1701;17;-5505
1701;17;-5381
1701;17;-4736
1701;17;-4701
1701;17;-4598
1701;17;-4510
1701;17;-3343
1701;17;-3443
1701;17;-3938
1701;17;-3338
1701;17;-2425
1701;17;-2671
1701;17;-2415
1701;17;-2920
1701;17;-4559
1701;17;-4945
1701;17;-5399
1701;17;-5322
1701;17;-4991
1701;17;-4851
1701;17;-4360
1701;17;-4530
1701;17;-3972
1701;17;-3896
1701;17;-4762
1701;17;-5734
1701;17;-5710
1701;17;-5869
1701;17;-4142
1701;17;-4199
1701;17;-4271
1701;17;-3708
1701;17;-4331
1701;17;-2808
1701;17;-1430
1701;17;-310
1701;17;-546
1701;17;-700
1701;17;-1989
1701;17;-2210
1701;17;-3203
1701;17;-3963
1701;17;-3845
1701;17;-4342
1701;17;-3864
1701;17;-4106
1701;17;-3892
1701;17;-3926
1701;17;-2504
1701;17;-2399
1701;17;-2135
1701;17;-957
1701;17;-398
1701;17;-1381
1701;17;-2990
1701;17;-3551
1701;17;-3620
1701;17;-3887
1701;17;-3282
1701;17;-2928
1701;17;-1694
1701;17;-1210
1701;17;-1254
1701;17;-3042
1701;17;-3355
1701;17;-3369
1701;17;-2103
1701;17;-1375
1701;17;-372
1701;17;-624
1701;17;-698
1701;17;-1763
1701;17;-2613
1701;17;-4418
1701;17;-4294
1701;17;-3339
1701;17;-3282
1701;17;-2813
1701;17;-2498
1701;17;-2555
1701;17;-2437
1701;17;-1897
1701;17;-1873
1701;17;-1943
1701;17;-2034
1701;17;-1145
1701;17;-1188
1701;17;-7
1701;17;-469
1701;17;-55
1701;17;-332
1701;17;-311
1701;17;-83
1701;17;-95
1701;17;-294
1701;17;-278
1701;17;-175
1701;17;-254
1701;17;-356
1701;17;-546
1701;17;-470
1701;17;-198
1701;17;-716
1701;17;-817
1701;17;-1657
1701;17;-1864
1701;17;-2690
1701;17;-2779
1701;17;-784
